English Phrase,Meanings,Acts,Hindi Translation
unexplained money,,"s. 69A, Income-tax Act",अस्पष्टीकृत धन
unfair,"not fair, marked by injustice, partiality or deception; not equitable in business dealings","s. 16(1), Indian Contract Act",अऋजु
unfair advantage,,"s. 16 (1), Indian Contract Act",अऋजु फायदा
unfair advantage over the other,,"s. 16(1), Indian Contract Act",पक्षकार) से अऋजु फायदा
unfair trade practice,,"s. 2(c)(i), Consumer Protection Act",अनुचित व्यापारिक व्यवहार
unfair treatment,,"sch., item 10, Industrial Employment (Standing Orders) Act",अऋजु बतार्व
unfasten,1. to make loose; to detach,"s. 462, I.P.C.",उद्‌बंधित करना
unfavourable,not favourable,"s. 114, ill. (g), Indian Evidence Act",अननुकूल
unfavourable rate of exchange,,,प्रतिकूल विनिमय दर
unfinished,which has not been completed,"s. 47, Indian Partnership Act",अधूरा
unfit,"1. unsuitable; not fitted (for some purpose, action or end, to do something or to be done something to)",,अनुपयुक् त
unfit for human habitation,,,मानव निवास के लिए अनुपयुक्त
unfit person,a person not fit for some purpose or something; an unsuitable person,"s. 121(1), Cr. P.C.",अनुपयुक्त व्यक्ति
unforeseen act,,"s. 31(1), Water (Prevention and Control of Pollution) Act",कार्य
unforeseen charges,,,अपूवर्दृष् ट प्रभार
unforeseen circumstances,,"s. 23, National Bank for Agriculture and Development Act",अकल्पित परिस्थितियां
unforeseen emergency,,"s. 17(2), Land Acquisition Act",अकल्पित आपात
unforeseen future contingency,,,अकलपित भावी परिस्थिति
unfounded claim,,"s. 368, ill. (1), Indian Succession Act",निराधार दावा
unguarded railway level crossing,,"s. 131, Motor Vehicles Act",रक्षक रहित Lor समतल क्रासिंग
unguided power,1. a power granted without laying down the guidelines for the exercise of it,,मार्गदर्शन रहित शक्ति 5 2. power not defined under a law अनियंत्रित
unhealthy competition,,"s. 8(2)(d), Tobacco Board Act",अवांछनीय होड़
unhindered passage,,"s. 17(1)(r), Naval and Aircraft Prize Act",निर्बाध मार्ग
unhooking or getting clear,,,हुक से छुड़ाना या मुक् त होना
unicameral legislature,a legislature consisting of only one house,"s. 135A(1)(a), C.P.C.",एक-सदनीय विधान-मंडल
unification,,"s. 2(ii), Carriage by Air Act",एकीकरण
uniform,,"s. 2(1)(b)(v), Navy Act",वर्दी
uniform basis,,"s. 91, Companies Act",एकरूप आधार
Uniform Civil Code,,"art. 44, Const.",समान सिविल्र संहिता
uniform number,,"s. 75(1)(a), Trade and Merchandise Marks Act",एकसी संख् या
unforeseen circumstances 444 uniform process,"a process showing a single form, degree or character in all occurrences or manifestations","s. 62, expln. 2, Indian Evidence Act",अभिध्वंस
uniform rate of exchange,,,एकरूप विनिमय दर
uniformity,,"preamble, Indian Majority Act and art. 55(1), Const.",एकरूपता
uniformly,in a uniform manner,"s. 3(1)(d), Hindu Succession Act",एकरूपता से
uniformly applicable,,"s. 27(2), Air Corporations Act",समान रूप से लागू
unfunded,,,अनिधिक
unify,making unto one,"s. 3(3), Registration of Births and Deaths Act",एकीकरण
unilateral,,,एकपक्षीय
unilateral relief,,,एकपक्षीय राहत
unilaterally,,,एकपक्षीय रूप में
unimpaired,not impaired; not damaged or made less,"s. 49(1), Land Acquisition Act",अविकल
unimpaired use,,"s. 49(1), Land Acquisition Act",अविकल उपयोग
unincorporated body,,,अनिगमित निकाय
uninhabitable,unfit for habitation or residing,"Or. 21, r. 32(5), ill., C.P.C.",निवास के अयोग्य
unintelligible,,"s. 4A(9), expln. (d), Cable Television Networks (Regulation) Act",अबोधगम्य
unintended financial benefit,,,अनाशयित वित्तीय लाभ
uninterrupted service,,"s. 2(c), Payment of Gratuity Act and s. 25B(1), Industrial Disputes Act",अविच्छेन्‍न सेवा
union,an association or league of persons or States formed for some purpose or action,"preamble, Representation of the People Act, 1950",संघ
Union Cabinet,,,संघ का मत्रिमंडल
Union judiciary,,"art. 124, main hdg., Const.",संघ की न्यायपालिका
Union list,,,संघ सूची
Union of India,,"Ist sch., app. A, pleadings, No. (2), C.P.C.",भारत संघ
Union of States,,"art. 1(1), Const.",राज्यों का संघ
Union Parliament,,,संसद्
Union Public Service Commission,,"art. 146(1), prov., Const.",संघ लोक सेवा आयोग
Union purpose,,"s. 2(g), Chandernagore (Merger) Act",संघ प्रयोजन
Union subjects,,,संघ विषय
Union territories,the territory classed as such under the Constitution of India,"s. 3(62A), General Clauses Act",संघ राज्यक्षेत्र
"Union Territories of Dadra and Nagar Haveli and Goa, Daman and Diu",,"s. 29B(vi), Wealth-tax Act",अभिध्वंस
Union Territory,,"art. 1(3)(b), Const.",संघ राज्यक्षेत्र
unions,,"art. 19(1)(c), Const.",संघ
unirrigated rates,,"s. 11(1), Land Improvement Loans Act",असिंचित दर
unissued capital,,"s. 4A(1), State Financial Corporations Act",अनिर्गमित पूंजी
unit,a single thing or person,"s. 5(g), Cardamom Act",एकक
unit capital,,"s. 2(o), Unit Trust of India Act",यूनिट पूंजी
unit certificate,a certificate of holding a unit of the Unit Trust of India,"s. 2(g), Unit Trust of India Act",यूनिट प्रमाणपत्र
unit holder,,"s. 2(q), Unit Trust of India Act",यूनिट धारक
unit linked insurance plan,,"s. 80C(2)(a)(v), Income-tax Act",यूनिट बीमा योजना
unit of appropriations,,,विनियोजन यूनिट
unit of classification,,,वर्गीकरण एकक
unit of residence,,"s. 2(j), North-Eastern Hill University Act",निवास इकाई
unit of taxation,,,कराधान यूनिट
unit of the corps,,"s. 3, National Cadet Corps Act",कोर में एकक
unit process,,,यूनिट प्रक्रम
unit scheme,,"s. 2(r), Unit Trust of India Act",पश्चात्वर्ती यूनिट स्कीम
Unit Trust of India,,"s. 194A(3)(iii)(d), Income-tax Act",भारतीय यूनिट ट्रस्ट
unitary university,,,ऐकिक विश्वविद्यालय
unite,to connect; to combine; to join,,संयोिजत करना
United Kingdom,,"s. 44(4) Designs Act, 2000",यूनाइटेड किंगडम
United Nations,,,संयुक् त राष् ट्र
United Nations Conference on Diplomatic Intercourses and Immunities,,"s. 2(1), Diplomatic Relations (Vienna Convention) Act",अभिध्वंस
unity and integrity of the Nation,,"preamble, Const.",०४७ राष्ट्र की एकता और अखंडता
universal application,,,सवर्व् यापी प्रयोग
universal donee,a donee of the donor’s whole property,"s. 128, T.P. Act",सवर्स् व आदाता
universal or residuary legatee,,"s. 232, Indian Succession Act",सर्वस्व या अवशिष्ट वसीयतदार
universal service obligation,,"s. 3(1A), Indian Telegraph Act",सार्वभौमिक सेवा बाध्यता
"university, affiliating",,,अभिध्वंस
University Court,,,अभिध्वंस
University Education Division,,,विश्वविद्यालय शिक्षा प्रभाग
University Grants Commission,,"s. 31(2)(d), Institutes of Technology Act",विश्वविद्यालय अनुदान आयोग
"university, residential",,,अभिध्वंस
"university, teaching",,,अभिध्वंस
"university, teaching and affiliating",,,अभिध्वंस
"university, unitary",,,अभिध्वंस
unjust,"not just, characterised by injustice; deficient in justice and fairness","s. 163, ill., I.P.C.",अन्यायपूर्ण
unjustifiable extravagance,,"s. 39(2)(f), Presidency-towns Insolvency Act",अपव्यय जो उचित नहीं था
unjustified,,,अन् यायपूणर्
unknown or contingent event,,"s. 2(19), Indian Stamp Act",अज्ञात या आकस्मिक घटना
unladen weight,,"s. 2(9), Motor Vehicles Act",लदान रहित वजन
unlawful,"that which is contrary to law or unauthorised by law; prohibited by law; irregular, against rule","s. 141, I.P.C.",विधिविरुद्ध
unlawful and immoral purpose,,"s. 372, I.P.C.",विधिविरुद्ध और दुराचारिक प्रयोजन
unlawful assembly,,"s. 141, I.P.C.",८.7 विधिविरुद्ध जमाव
unlawful association,,"s. 15(2), Indian Criminal Law Amendment Act",विधिविरुद्ध संगम
unlawful detaining,detaining contrary to law,"s. 15, Indian Contract Act",विधिविरुद्ध निरोध
unlawful object,,"s. 6(h), T.P. Act",विधिविरुद्ध उद्देश्य
unlawful purpose,,"s. 20, Arms Act",विधिविरुद्ध प्रयोजन
unlawfully obtained,obtained in an unlawful manner,,विधिविरुद्धतया अभिप्राप्त
unless a contrary intention be expressed,,"s. 11, expln., Indian Trusts Act",जब तक कि प्रतिकूल आशय अभिव्यक्त न हो
unless a different intention is expressed or necessarily implied,,"s. 8, T.P. Act",अभिध्वंस
unless a quorum is present,,"s. 465(5), Companies Act",जब तक गणपूर्ति (कोरम) न हो
unless default is remedied,,"s. 102, Trade and Merchandise Marks Act",जब तक व्यतिक्रम का उपचार नहीं कर दिया जाता है
unless dispensed with or excused,,,जब तक कि अभिमुकति या माफी न दे दी गई हो
unless otherwise agreed,,"s. 39(3), Sale of Goods Act",जब तक कि अन्यथा करार न हो
unless Parliament by law otherwise provides,,"art. 120(2), Const.","६४, /20(2), Const.] जब तक संसद्‌ विधि SANT अन्यथा उपबंध न करे"
unless the contrary is proved,,"s. 55, Companies Act",जब तक प्रतिकूल साबित नहीं कर दिया जाता है
unlicensed,,"s. 24(2)(b), Emigration Act",अननुज़ञप्त
unlimited,,"s. 322(1), Companies Act",अपरिसीमित
unlimited civil jurisdiction,,"preamble, Colonial Courts of Admiralty (India) Act",असीमित सिवित्र अधिकारिता
unlimited company,,"s. 12(2)(c), Companies Act",अपरिसीमित कंपनी
unlimited liability,,,असीमित दायित्व
unliquidated damages,,"s. 46(1), Presidency-towns Insolvency Act",अपरिनिर्धारित नुकसानी
unliquidated or contingent debt,,"Ist sch., item 10, Presidency- towns Insolvency Act",अपरिनिर्धारित या आकस्मिक ऋण
unloaded at customs station,,"s. 32, Customs Act",सीमाशुल् क स् टेशन पर उतारा गया
unloading the ship,,"sch. I, item 51, Indian Stamp Act",पोत से माल उतारना
unlock,,"s. 126(1)(c), Indian Railways Act",खोलना
unmanageable,,,नियंत्रण के बाहर
unmanifested (excess cargo),,,माल सूची दर्ज न किया गया (अतिरिक्त
unmarried,,"s. 112, Indian Evidence Act",अविवाहित
unmerchantable,not fit for market; not saleable; not pertaining to trade,"s. 17(2)(e), Sale of Goods Act",अवाणिज्यिक
unmitigated damages,,,अन् यूनीकृत नुकसानी
unmixed Asiatic descent,,,अमिश्र एशियाई अवजनन वाला
unmounded,,,टीला रहित
unnatural death,death under circumstances not natural,"s. 40(1)(d), Cr. P.C.",आकस्मिक या अप्राकृतिक मृत्यु
unnatural offences,,"s. 377, I.P.C.",प्रकृति विरुद्ध अपराध
unnecessary,not necessary,"s. 56, Cr. P.C.",अनावश् यक
unnecessary delay,,"s. 56, Cr. P.C.",अनावश्यक विलंब
unobtainable,not obtainable,"s. 52, expln., T.P. Act",अनभिप्राप्य
unoccupied,,"s. 24(1)(ix), Income-tax Act",अनधिभुक्त
unofficial,,,अशासकीय
unofficial letter,,,अशासकीय पत्र
unofficial note,,,अशासकीय नोट/टिप्पण
unopposed,,"s. 80(f), Provincial Insolvency Act",अविरोधित
unpaid,not paid,"s. 45, Sale of Goods Act","०), Companies Act] अनाहूत और असमादत्त"
unpaid items,,,असंदत्त
unpaid seller,"a seller, who has not been paid the price of the thing sold by him","s. 45, Sale of Goods Act",असंदत्त विक्रेता
unpaid share capital,,"s. 101(2), Companies Act",असमादत्त अंश (शेयर) पूंजी
unparliamentary,,,असंसदीय
unperformed,not performed,"s. 12(2)(b)(i), Specific Relief Act",अपालित
unproductive works,,,अनुत् पादक संकमर्
unprofitable contract,,"s. 535(1)(d), Companies Act",अलाभप्रद संविदा
unpublished,not published,"s. 123, Indian Evidence Act",अप्रकाशित
unpublished official record,,"s. 292(3)(a), Cr. P.C.",८7 अप्रकाशित शासकीय अभिलेख
unpublished work,,"s. 7, Copyright Act",अप्रकाशित कृति
unpunctual,,"preamble, Konkan Passenger Ships (Acquisition) Act",ठीक समय पर नहीं चलना
unqualified,"1. not modified, limited or restricted","s. 7(1), Indian Contract Act",अविशेषित
unqualified acceptance,,"s. 7(1), Indian Contract Act",अविशेषित प्रतिग्रहण
unquoted investments,,"sch. VI, pt. I, Companies Act",विनिधान जिनका कुटेशन नहीं होता
unrealised appreciation account,,,अप्राप्त मूल्य वृद्धि लेखा
unrealised capital gain,,,अप्राप् त पंूजीगत लाभ
unreasonable,not reasonable; irrational,"s. 32, Indian Evidence Act",अनचित
unreasonable delay,,"Or. 41, r. 5(3)(b), C.P.C.",अयुक्‍तियुक्त विलंब
unreasonable or improper,,"Or. 32, r. 14, C.P.C.",८7 अयुक्‍तियुक्त या अनुचित
unreasonable sum,,"s. 16(3), ill. (b), Indian Contract Act",अयुक्‍तियुकत राशि
unreasonableness,the quality of being unreasonable,"Or. 32, r. 14(2), C.P.C.",अयुक्‍तियुक्तता
unreasonableness or impropriety,,"Or. 32, r. 14(2), C.P.C.",अयुक्‍तियुक्तता या अनौचित्य
unreasonably,in an unreasonable manner,"Or. 11, r. 3, Cr. P.C.",अयुक्‍तियुकत
unrebutted,,"s. 245(1), Cr. P.C.",अखंडित
unrecognised provident fund,,"sch. IV, item 11(5), Income-tax Act","ऐसी भविष्य निधि, जिसे मान्यता प्राप्त न हो "
unregistered,,"s. 50, expln., Registration Act",अरजिस्ट्रीकृत
unregistered document,,"s. 49(c), Registration Act",अरजिस्ट्रीकृत दस्तावेज
unregistered firm,,"s. 2(48), Income-tax Act",अरजिस्ट्रीकृत फर्म
unrepealed,not repealed,"s. 3, Indian Partnership Act",अनिरसित
unrepealed provision,,"s. 3, Indian Partnership Act",अनिरसित उपबंध
unrestricted,,,अनिर्बधित
unripe stage,,"sch. II, item 42(3), Income-tax Act",अपरिपक्व दशा
unsafe,not safe; exposed to danger or risk,"s. 150, ill. (b), Indian Contract Act",असुरक्षित
unsatisfactory,that does not satisfy,"s. 149, ill. (d), Indian Evidence Act",असमाधानप्रद
unsatisfactory answer,,"s. 149, ill. (d), Indian Evidence Act",असमाधानप्रद उत्तर
unsatisfactory compliance,,"s. 6(5), Foreign Exchange Regulation Act",असमाधानप्रद पालन
unsatisfied,undischarged or unfulfilled obligation; not satisfied of something desired,"Or. 21, r. 48(2), C.P.C.",अतुष् ट
unsatisfied order,,"Or. 21, r. 48(2), C.P.C.",अतुष् ट आदेश
unseaworthiness,,"sch., art. IV(1), Indian Carriage of Goods by Sea Act",यात्रा योग् य न होना
unseaworthy,unfit for voyage,"s. 195, ill. (a), Indian Contract Act",तरण अयोग् य
unsecured,having no security or assurance or indemnification behind it,"Or. 30, r. 13(2), C.P.C.",अप्रतिभूत
unsecured creditor,,"s. 12(2), Presidency-towns Insolvency Act",प्रतिभूत और अप्रतिभूत लेनदार
unsecured debt,,"s. 10(3), Sick Textile Undertakings (Nationalisation) Act",अप्रतिभूत ऋण
unsecured liability,,"s. 39(2)(a), Presidency-towns Insolvency Act",दायित्व
unserviceable,,"s. 16, Requisitioning and Acquisition of Immovable Property Act",बेकार
unsettled,undecided; undetermined,"Or. 7, r. 2, prov., C.P.C.",अपरिनिर्धारित
unsettled account,the account which has not been determined or decided,"Or. 7, r. 2, prov., C.P.C.",अपरिनिर्धारित लेखा
unshroffed,,,गिनती न हुई हो
unsinned,1.,"s. 2(b), Cotton Ginning and Pressing Factories Act",न ओटा हुआ
unskilful,not skilful,,अकौशलपूणर्
unskilfulness,the quality or condition of being unskilful,"app. A, plaint No. 29, para 3, C.P.C.",अकौशल
unskilled,,"s. 2(i), Employment Exchanges (Compulsory Notification of Vacancies) Act",अकुशल
unskilled office work,,"s. 2(i), Employment Exchanges (Compulsory Notification of Vacancies) Act",अकुशल कार्यालयिक काम
unskilled work,,"s. 2(e), Emigration Act",अकौशलपूणर् काम
unshipment,,,उतराई
unsophisticated,,,व्यवहार HHT
unsound,,"s. 17, ill. (a), Indian Contract Act",एबदार
unsound mind,not mentally sound or moral; not sane,"s. 84, I.P.C. and art. 102(i)(b), Const.","८. and art. /026)(0), Const.] विकृत चित्त"
unsoundness of mind,state of not being mentally sound or normal,"ss. 3 and 105, ill. (a), Indian Evidence Act",चित्त- विकृति
unspecified,not specified,"s. 34, Indian Contract Act",अविनिर्दिष्ट
unspent,,,अव्ययित
unspent balance,,,अव्ययित शेष
unsponsored,,,असमर्थित
unstacking (of cargo),,"s. 5(1)(m), Indian Dock Labourers Act",चट्टा उठाना
unstamped,not stamped,"s. 230, ill. (b), I.P.C.",अस्टांपित
unstamped receipt,,"s. 35(b), Indian Stamp Act",अस्टांपित रसीद
unstowing (of cargo),,"s. 5(1)(m), Indian Dock Labourers Act",निकालना
unsustainable,not supportable; that which is not maintainable,,न टिक सकने वाला
untainted property,,"s. 3, Prevention of Money-laundering Act",निष्कलंक संपत्ति
untenable,,,असमथर्नीय
untenanted,,"s. 9, Sarais Act",किराए पर उठे बिना
until and administrator of his estate is appointed,,"s. 269, Indian Succession Act",जब तक उसकी संपदा का प्रशासक नियुक्त नहीं किया जाता है
until further order,up to the time of any other order; till another order is passed,"Ist. sch., app. F, form No. 5, C.P.C.",जब तक अतिरिक्त आदेश न हो
until Parliament by law otherwise provides,,"art. 135, Const.",जब तक संसद्‌ विधि द्वारा अन्यथा उपबंध न करे
until Parliament by law prescribes,,"art. 124(1), Const.",०7४./ जब तक संसद विधि द्वारा विहित नहीं करती है
until Parliament so determines,,"art. 75(6), Const.",०४// जब तक संसद्‌ इस प्रकार अवधारित नहीं करती है
until return of warrant of distress,,"s. 17, Stage Carriage Act",करस् थम ्के वारंट के लौटाने तक
untouchability,,"s. 3, Protection of Civil Rights Act and art. 17, Const.",अस् पशृ् यता
untransferable,not transferable,"s. 6(i), T.P. Act",अनंतरणीय
untransferable right,,"s. 6(i), T.P. Act",अनंतरणीय अधिकार
untransferable right of occupancy,,"s. 6(i), T.P. Act",अधिभोग का अनंतरणीय अधिकार
untrue or misleading in a material respect,,"s. 2(f)(i), Trade and Merchandise Marks Act",तात्विक रूप में असत्य या आमक
unused ticket,,"s. 45(2)(e), Air Corporations Act",अप्रयुक्त टिकट
unusual,not usual; abnormal,,अप्रायिक
unusual danger,a danger which is not usually found in carrying out the task in hand. The danger should be such that it is reasonable conduct on the part of the occupier to expose the particular visitor to it,,अप्रायिक खतरा
"unusual manner, cruel or",,"s. 300, excep. 4, I.P.C.",अभिध्वंस
unusual sense,,,अप्रायिक भाव
unusually high rate of interest,,"s. 16, ill. (d), Indian Contract Act",की अप्रायिक ऊंची दर
unutilised portion,,,अनुपयोिजत भाग
unvalued policy,,"s. 29 (1), Marine Insurance Act",अनिश्चित मूल्य पालिसी
unvouched charges,,,अप्रमाणित प्रभार
unwanted animals,,"s. 9(f), Prevention of Cruelty to Animals Act, 1960","ऐसे पशु, जिनकी जरूरत न रह गई हो "
unwanted pregnancy,,"s. 3(2), expln. II, Medical Termination of Pregnancy Act",अवांछित गर्भ
unwarranted,,,अनधिकृत 5 अनपेक्षित
unwarranted invasion of the privacy,,"s. 9(a), Freedom of Information Act",एकांतता पर अनधिकृत हमला
unwary public,,"preamble, Delhi Lands (Restrictions on Transfer) Act",अनभिज्ञ लोग
unwholesome,,"s. 62, Navy Act",अस् वास् थ् यकर
unwholesome articles of food,,"sch., item (6), Fort William Act",अस् वास् थ् यकर खाद्य वस् तुएं
unwholesome drug,,"s. 328, I.P.C.",अस्वास्थ्यकर ओषधि
unwholesome state,,"s. 12, Sarais Act",अस् वास् थ् यकर दशा
unwholesomeness of the victuals,,"s. 62, Navy Act",आहार अस् वास् थ् यकर होना
unwieldy,,,दवुर्ह
unwilling,not willing,"s. 69A(2), T.P. Act",रजामंद न होना
unwillingness,1.,"s. 2(1), 1st prov., Departmentalisation of Union Accounts (Transfer of Personnel) Act",अनिच्छा
unworked or ungotten,,"s. 5(2)(a), Land Acquisition (Mines) Act",खोदे या निकाले नहीं गए
"unworkmanlike manner, in",manner not suited to or characteristic of a good workman; incompetent manner,"Ist sch., app. A, form No. 17(3), C.P.C.",अकुशलता से
unworthy,underseving; not worthy,"s. 155(1), Indian Evidence Act",अपात्र
unworthy of credit,one not deserving to be believed,"s. 114, ill. (b), Indian Evidence Act",विश्वसनीयता के अयोग्य
unwrought,"not shaped into finished form, nor processed for use","s. 2(j), Gold (Control) Act",अनगढ़ा
upgrade,,,उन् नत करना
upgraded post,,,उन् नत पद
upheld,,,पुष्टे करना
uphold the Constitution and the laws,,,संविधान और विधियों की मर्यादा बनाए रखना
uphold the objection,,,आक्षैप को मान्य ठहराना
uphold the sovereignty of India,,"art. 51A(c), Const.",भारत की प्रभुता अक्षुण्ण रखना
upholsterer,,,पोशिशसाज
upkeep,,"s. 2(f), expln. (2)(iv), Motor Transport Workers Act",अनुरक्षण
upon an amended charge,,,संशोधित आरोप पर
upon oath,,"Or. 11, r. 14, C.P.C.",शपथ पर
upon supposition,"upon a conjecture based upon possibility or, probability that a thing could or may have occurred, without proof that it did occur","s. 3, Indian Evidence Act",अनुमान पर
untruly representing 447 usage having force of law upon tender of reasonable expenses,,"s. 8(1), Official Secrets Act",अभिध्वंस
upon the happening of a specified contingency,,"sch., item 27, Limitation Act",किसी विनिर्दिष्ट आकस्मिकता के घटित होने पर
upon trust,,"s. 83(a), Indian Trusts Act",न् यास पर
upper age limit,,,ऊपरी आयु सीमा
upper division clerk,,,उच्च श्रेणी लिपिक
upset price,price that must be reached at auction to effect sale,"s. 64(5), Sale of Goods Act",अपसेट कीमत
up-to-date,,"s. 2(2)(a), Presidential and Vice-Presidential Elections Act",अद्यतन
up-to-date seniority list,,"sch., item 26(2), North-Eastern Hill University Act",अद्यतन ज् येष् ठता सचूी
uranium bearing tailings left over from ores,,"7th sch., item 24, Income-tax Act",अयस्कों में का यूरेनियमयुक्त अवशिष्ट
uranium ore,,"7th sch., item 16, Income-tax Act",यूरेनियम अयस्क
urban agglomeration,,"s. 2(m), Urban Land (Ceiling and Regulation) Act",नगर बस् ती
urban area,,"s. 280ZA(1), Income-tax Act",नगरीय क्षेत्र
urban consumers co-operative society,,"s. 80P(2)(f), expln., Income-tax Act",नगरीय उपभोक्ता सहकारी सोसाइटी
urban consumers’ society,,"s. 80P(2)(f), Income-tax Act",नगरीय उपभोक्ता सोसाइटी
urban non-manual employees,,"s. 48, expln., Income-tax Act",शारीरिक श्रम न करने वाले नगरीय कर्मचारी
urbanisable land,,"s. 2(p), Urban Land (Ceiling and Regulation) Act",नगरयोग्य भूमि
urbanisation,,,नगरीकरण
urdu munshi,,,उदूर् मुंशी
urea and complex fertilisers of synthetic origin,,"5th sch., item 13, Income-tax Act",यूरिया और संश्ल्रिष्ट उद्गम के सम्मिश्रित उर्वरक
urge,,"art. 133(2), Const.",बताना
urgency,the quality or state of being urgent,"s. 17(1), Land Acquisition Act",आत्ययिकता
"urgency, degree of",,,अभिध्वंस
urgent,demanding prompt action,"s. 9, ill. (c), Indian Evidence Act",अति-आवश्यक
urgent application,,,अर्जेंट आवेदन
urgent case,,"s. 144, Cr. P.C.",अर्जैंट मामला
urgent necessity,1.,"s. 34(1), prov., Registration Act",आवश्यकता
urgent official duty,,,अर्जेंट पदीय कर्तव्य
urgent slip,,,पर्ची
urology,,"1st sch., Indian Medical Council Act",मूत्रमार्ग विज्ञान
usage,"habitual use; established practice; customary mode of action on the part of a number of persons; an established or recognised mode or procedure, action or conduct","s. 49, Indian Evidence Act and art. 13(3)(a), Const.",प्रथा
usage having force of law,,"s. 100(1)(a), C.P.C.",विधि का बल
usage of naval service,,"s. 3(12), Navy Act",नौसैनिक सेवा की प्रथा
usage of trade,,"s. 37(4), Sale of Goods Act",८४ व्यापार की प्रथा
usage or custom,,"s. 1, Indian Contract Act",या
"usages, customary",,"s. 138(2), Income-tax Act",अभिध्वंस
usance,,,अवधि
usance bills,,,आवधिक बिल
use,utilisation,"Ist sch., app. A, form No. 23, C.P.C.",उपयोग
use and occupation,,"s. 7(2), Public Premises (Eviction of Unauthorised Occupants) Act",प्रयोग और अधिभोग
"use, economic",,,अभिध्वंस
use up,,,समाप् त करना
use utmost endeavour,,"s. 475(2), Cr. P.C.",अधिकतम प्रयास करना
"useful knowledge, diffusion of",,,अभिध्वंस
useless,,"s. 10A, Industries (Development and Regulation) Act",निरर्थक
useless or ineffective,,"s. 10A, Industries (Development and Regulation) Act",निरर्थक या अप्रवर्तनशील
user,,,उपयोक् ता
user of building,,"s. 38(2), Income-tax Act",भवन का उपयोग करने वाला
"user, right of",,"s. 147, Cr. P.C.",अभिध्वंस
usual,,"s. 212, ill. (c), Indian Contract Act",अप्रायिक
usual and reasonable manner,,"s. 7(2), Indian Contract Act",प्रायिक और युक्‍तियुकत प्रकार
usual clauses,,"s. 212, ill. (c), Indian Contract Act",उपबंध जो प्राय
usual course of the post,,"s. 114, ill. (f), Indian Evidence Act",डाक का सामान् य अनुक्रम
usual course of things,,"s. 73, Indian Contract Act",घटनाओं का प्रायिक अनुक्रम
usual hours for closing,,"s. 47, ill., Indian Contract Act",बंद होने के प्रायिक घंटे
usual hours of business,,"s. 48, Indian Contract Act",कारबार के प्रायिक घंटे
usual legal proceedings,,"s. 28, Indian Contract Act",प्रायिक विधिक कार्यवाहियां
usual mode of proceeding,,"s. 41(h), Specific Relief Act",कार्यवाही का प्रायिक ढंग
usual or customary route,,"s. 76(a), Indian Railways Act",प्रायिक या प्रचलित मार्ग
usual or last known place of abode,,"s. 42(b), Arbitration Act",प्रायिक या अंतिम ज्ञात निवास-स्थान
usage of naval service 448 usual place of abode,,"s. 31, Coroners Act",रहने का सामान् य स् थान
usual place of business,,"s. 9(d), Presidency-towns Insolvency Act",का प्रायिक स्थान
usual place of custody,the place where ordinarily or generally people are kept in detention or charge or things are kept in charge or control or care and keeping,"Or. 11, r. 17, C.P.C.",अभिकक्षा का प्रायिक स्थान
usual place of residence,,"s. 6(1)(a)(ii), Salaries and Allowances of Ministers Act",निवास स्थान
usual place of sitting,,"s. 123, C.P.C.",बैठक का प्रायिक स्थान
usual residential address,,"s. 2(a)(i), Partnership Act",प्रायिक निवास स्थान का पता
usual trade discount,,"sch. VI, pt. II, item 3(i)(d), Companies Act",व्यापारिक डिस्काउंट
usual way,habitual or ordinary or customary mode or method,"s. 19(1), Indian Partnership Act",रीति
usual working charges,,"s. 349(4)(a), Companies Act",कायर्करण प्रभार
usually,"in an usual manner, according to customary, established or frequent usage; as a rule","s. 12, Indian Contract Act",प्राय:
usufruct,,,फलोपभोग
usufructs of trees,,,का भोगाधिकार
usufructuary mortgage,,"s. 58(d), T.P. Act",भोगबंधक
usufructuary mortgagee,a person in whose favour there is a usufructuary mortgage,,भोग बंधकदार
usurious loan,,"title, Usurious Loans Act",अतिब्याज उधार
usury laws,,"title, Usury Laws Repeal Act",सूदखोरी विधियां
utensil,,,बतर्न
uterine blood,being descended from a common female. Two persons are said to be related to each other by uterine blood when they are descended from a common ancestress but by different husbands,"s. 2(c), expln. II, Special Marriage Act and s. 3(1)(e), Hindu Succession Act",एकोदर रक् त
utilisation,,"Ist. sch., item (7), Coal Mines Provident Fund and Bonus Schemes Act",उपयोग
utilisation of coal and safety in coal mines,,"s. 10(2)(d), Coal Mines (Conservation and Development) Act",कोयले का उपयोग और कोयला खान में सुरक्षा
utilisation of material,,"s. 209(1)(d), Companies Act",सामग्री का उपयोग
utilisation of petroleum products,,"preamble, Burmah Shell (Acquisition of Undertakings in India) Act",पैट्रोलियम उत्पादों का उपयोग
utilise,,"s. 10(6)(vii), expln., Income-tax Act",उपयोग होना
utility,,"s. 9, Indian Easements Act",उपयोगिता
utmost endeavour,,"s. 475(2), C.P.C.",अधिकतम प्रयास करना
utmost exertion,1.,"s. 34(o), Air Force Act",भरसक प्रयास
"utter obscene songs, ballads",,"s. 294(b), C.P.C.",अभिध्वंस
utterer of coin,one who utters (counterfeits) coins,"s. 241, ill., I.P.C.",सिक्‍का चलाने वाला
vacancy,the state or condition of being unoccupied; the fact or condition of an office being vacant,"s. 5(4), Industrial Disputes Act",रिक्ति की पूर्ति करना
vacancy arises,,,होती है
vacancy in office,,"s. 69A(2), T.P. Act",पद खाली होना
"vacancy, leave",,,अभिध्वंस
