English Phrase,Meanings,Acts,Hindi Translation
letter of acceptance,,"s. 5, ill., Indian Contract Act",प्रति ग्रहण का पत्र
letter of advice,,,सूचना पत्र
letter of allotment,,"s. 49(6), Companies Act",आबंटन पत्र
"letter of allotment, certificate or",,"s. 49(6), Companies Act",प्रमाणपत्र या आबंटन पत्र
letter of allotment of shares,,"sch. I, item 36, Indian Stamp Act",शेयरों का आबंटन पत्र
letter of authority,,,प्राधि कार पत्र
letter of cover,,"sch. I, item 47(E), Indian Stamp Act",जोखि म दायि त्व पत्र
letter of cover or engagement to issue a policy of insurance,,"sch. I, item 47(E), Indian Stamp Act",हैबियस कार्पस
letter of credence,,,प्रत् यय पत्र
letter of credit,a letter written by one person to another requesting to advance money or entrust goods to a particular person for which the writer’s credit is pledged,"s. 2(3)(c), Indian Stamp Act",क्रेडि ट-पत्र
letter of guarantee,,"sch. I, item 37, Indian Stamp act",प्रत्याभूति पत्र
letter of introduction,,,परि चय पत्र
letter of licence,,"sch. I, item 22, Indian Stamp Act",अनुजप्ति पत्र
letter of request,,"s. 77, C.P.C.",अनुरोध पत्र
letter pad,,,पत्र पैड
letter paper,,"s. 147(1)(c), Companies Act",पत्र पणर्
letter press,the process of printing direct from an linked raised surface upon which the paper is impressed,"s. 2(k)(vi), Factories Act",लेटर पे्रस
letter of administration,"where a person possessed of property dies intestate, or without an executor, a court having probate juridiction will grant to a proper person an authority called letters of administration by which the grantee, the administrator, becomes clothed with powers and duties similar to those of an executor","s. 9, prov., Limitation Act",प्रशासन पत्र
letters patent,writings of the sovereign duly sealed whereby a person or a company is enabled to do acts or enjoy privileges which he or it could not do or enjoy without such authority,"sch. I, item 30, Indian Stamp Act",पेटेंट
letters patent of High Court,,"s. 98(3), C.P.C.",उच्च न्यायालय के लेटर्स पेटेंट
letting for hire unlicensed carriage,,"s. 7, Stage Carriages Act",अनुज़प्त गाड़ी को भाड़े पर उठाना
letting of godowns,,"s. 10(29), Income-tax Act",गोदामों का कि राए पर दि या जाना
letting of premises,,"sch. I, app. A, No. 12, (para 2), C.P.C.",सर का पट्टा दि या जाना
letting value of land,,"s. 4(2), Land Improvement Loans Act",भूमि का भाटक मूल्य
level,,"s. 2(1)(j)(iii), Mines Act",समतलि का ; समतल
level crossing,,"s. 104, Indian Railways Act",समतल क्रासिंग
level of class rates,,"s. 42(b), Indian Railways Act",वर्ग Yet का स्तर
level of nutrition,,"art. 47, Const.",पोषाहार स् तर
levelling,,"s. 8, Mines Act",तलमापन ; समतल करना
"levels of land, take",,,हैबियस कार्पस
"leviable at nil rate of duty, duty of excise is",,,उत् पाद-शलु् क शून् य दर पर उद्ग्रहणीय है
"leviable by weight, measure or value",,"s. 12, General Clauses Act",हैबियस कार्पस
levied by attachment,,"Or. 16, r. 4(2), C.P.C.",कुर्की द्वारा उद्‌गृहीत
levied by process of law,,"s. 68, I.P.C.",वि fe की प्रक्रि या द्वारा उदगृहीत
levy,"1. the imposition or collection of an assessment, tax, tribute or fine","long title, Central Sales Tax Act",उदग्रहण ; 2.
levy a duty of excise,,"preamble, Oil Industry (Development) Act",उत् पाद-शुल् क का उद्ग्रहण
levy and collection of fees,,"s. 18(2)(g), Citizenship Act",फीसों का उद्‌ग्रहण और संग्रहण
levy penalty,,"s. 15B(3), prov., Wealth-tax Act",शास्ति उद्‌गृहीत करना
levy taxation,,"sch., International Monetary Fund and Bank Act",कर का उद्ग्रहण
levying or realising estate duty,,"s. 81, Estate Duty Act",संपदा शुल् क का उद्ग्रहण करना या प्राप् त करना
levying sum in the hands of the legal representative,,"s. 159(2), Income-tax Act",हैबियस कार्पस
lewd person,,"s. 237, Cantonments Act",लम्पट व्यक्ति
liabilities should be made out,,"sch. VI, pt. I, Companies Act",दायि cafa ofa तकि ए जाने हैं
liability,the condition of one who is subject to a duty which may be judicially enforced; that for which one is liable,"s. 30(7)(a), Indian Partnership Act and art. 15(2), Const.",दायि ca को बढ़ाना
"letting of premises 245 liability, civil",accountability and responsibility to another enforceable by legal civil sanctions,"s. 62, Companies Act",हैबियस कार्पस
"liability, criminal",accountability and responsibility to another enforceable by legal criminal sanctions,"s. 250(5), Cr. P.C.",हैबियस कार्पस
"liability, fixed",,,हैबियस कार्पस
"liability, floating",,,हैबियस कार्पस
"liability, legal",,,हैबियस कार्पस
"liability, limited",,,हैबियस कार्पस
liability of a capital nature,,"s. 27(v), Income-tax Act",पूंजी की प्रकृति वाल्रा दायि त्व
liability of ancestral property,,"s. 53, C.P.C.",८7.८7 पैतृक संपति का दायि त्व
liability of instruments to duty,,"s. 3, Indian Stamp Act",लि खतों का शुल्क के बारे में दायि त्व
liability of principal and agent,,"s. 147, Customs Act",मालि क और अभि कर्ता का दायि त्व
liability of representative assessee,,"s. 161, Income-tax Act",प्रतिनिधि नि धारि ती का दायि
"liability, vicarious",,,हैबियस कार्पस
liability without fault,,"ch. X, hdg., Motor Vehicles Act",त्रुटि के बिना दायित्व
liable,1. subject to an obligation,"s. 112, I.P.C.",अनमेल
liable for debts,,"Or. 22, r. 7(2), C.P.C.",ऋणों के लि ए दायी
liable or accountable for,,"s. 543(1)(a), Companies Act",दायि त्वाधीन या देनदार
liable to account,,"s. 37, prov., Indian Partnership Act",लेखा देने का दायी ; हि साब देने का जि म्मेदार
liable to attachment,,"s. 60(1), prov. (k), C.P.C.",कुर्की के दायि त्व के अधीन
liable to be apprehended,,"s. 221, I.P.C.",पकड़े जाने के aA त्व के अधीन
liable to be punished,,"s. 108, expln. 3, ill. (b), I.P.C.",दंडनीय
liable to fine,,,जुमार्ने से दंडनीय
"liable to forfeiture, has become",,"s. 128(2)(f)(ii), C.P.C.",समपहरणीय हो गई है
liable to pay,,"s. 146, Indian Contract Act",देने का दायी ; देने का िज म् मेदार ; देनदार
liable to pay an equal share,,"s. 146, Indian Contract Act",समान अंश देने के दायी
liable to pay the duty,,"s. 23(2), Customs Act",शुल् क का सदंाय करने का दायी
liable to penalty,,"s. 32, Central Excise Act",शास्ति का दायी
liable to punishment,,"s. 2, I.P.C.",दंडनीय
liable to rescission,,"s. 86, Indian Trusts Act",वि खंडनीय
liaise,to maintain contact between units of the same organisation to ensure concerted action,,संपकर् करना ;
Liaison Inspector,,,संपर्क नि रीक्षक
liaison office,,"s. 2(g)(xi), Coal Mines (Taking Over of Management) Act",सपंकर् कायार्लय
liaison officer,,,संपर्क अधि कारी
liaison or contact,,,संबंध या संपकर्
liaison organisation,,,संपकर् संगठन
libel,any published statement in writing damaging to the reputation of a person,"s. 6, ill. (c), Indian Evidence Act",अपमान लेख
"libel, slander, malicious prosecution",,"s. 19(a), Presidency Small Cause Courts Act",हैबियस कार्पस
libellous character,constituting or containing a libel; defamatory,"s. 32, ill. (n), Indian Evidence Act",अपमानलेखीय प्रकृति
libellous matter,,"s. 455(1), Cr. P.C.",अपमानलेखीय सामग्री
liberal construction,,,उदार अथार्न् वयन
liberalised pension rules,,,उदारीकृत पेंशन नि यम
liberation,setting free,,परि मोचन 3 छोड़ना
liberation writ,,"s. 345, I.P.C.",हैबियस कार्पस
libertine,,"s. 499, 6th excep., ill. (e), I.P.C.",०) LP.C.] लंपट व्यक्ति
liberty,freedom from restraint,,स्वतंत्रता ; स्वातंत्रय
"liberty, at",free,"s. 281(41), Cr. P.C.",स् वतंत्र
"liberty to explain or add to his answer, shall be at",,"s. 281(4), Cr. P.C.",हैबियस कार्पस
librarian,,,पुस्तकालय अध्यक्ष ; पुस्तकालयाध्यक्ष
library administration,,"sch., item 20(2), table, North-Eastern Hill University Act",पुस् तकालय प्रशासन
library science,,"sch., item 20(2), table, North-Eastern Hill University Act",पुस्तकालय वि ज्ञान
licence,"an authority to do something which would otherwise be inoperative, wrongful or illegal ; a formal permission from a constituted authority to do something","s. 52, Indian Easements Act",अनुज्ञप्ति का धारक; अनुज़प्ति धारक
licence collector,,,लाइसेंस कलक्टर
licence holder,,,अनुज्ञप्ति धारी
Licence Inspector,,,अनुज्ञप्ति नि रीक्षक
licence of the owner of the copyright,,"s. 4, Copyright Act",प्रति लि प्यधि कार स्वामी की अनुज़प्ति
Licence Officer,,,अधि
licence private warehouse,,"s. 58(1), Customs Act",८0 प्राइवेट भांडागार को अनुज्ञप्ति देना
libertine 246 licence under a copyright,,"s. 125(4)(i), Companies Act",हैबियस कार्पस
licence under a patent,,"s. 125(4)(i), Companies Act",के अधीन अनुज़प्ति
licenced curer,,"s. 16(2), Coffee Act",संसाधक
licenced dealer,,"s. 21, Arms Act",अनुज्ञप्त व्यौहारी
licenced porter inspector,,,अनुजञप्त भारि कनि रीक्षक
licenced telegraph office,,"s. 2(g), Tax on Postal Articles Act",अनुजप्ति प्राप्त तारघर
licensed vendor of stamps,,"s. 54(c), prov., Indian Stamp Act",स्टांपों का अनुज़प्त वि क्रेता
licencee,1. a person to whom licence has been granted or who holds a licence,"s. 2(h), Indian Electricity Act","अनुजप्ति धारी ; लाइसेंसी ; 2. /&. 799, Damodar Valley Corporation Act] लाइसेंसधारी"
licensing,,,अनुज्ञापन
licensing authority,,"s. 2(a), Prize Competitions Act",अनुज्ञापन प्राधि कारी
licensing inspector,,,अनुज्ञप्ति नि रीक्षक
licensing officer,,"s. 4(a), Rice Milling Industry (Regulation) Act",अनुज्ञापन अधि कारी ; लाइसेंस अधि कारी
licensor,"a person with authority to grant licences, or who grants licences","s. 117, Indian Evidence Act",अनुज्ञापक
licentiate,,,अनुजप्ति प्राप्त व्यक्ति
"licentiate, medical",,,हैबियस कार्पस
lid,,"s. 2(1)(I), Trade and Merchandise Marks Act",ढक् कन
"lie from, no appeal shall",,"s. 372, Cr. P.C.",हैबियस कार्पस
lien,a right by which a person in possession of the property holds and retains it against the other in satisfaction of a demand due to the party retaining it,"Or. 8, r. 6(2), C.P.C. and s. 47, margin, Sale of Goods Act",धारणाधि कार (लि यन
lien for deposit,,"s. 13(1)(d), Specific Relief Act",८6 नि क्षेप के लि ए धारणाधि कार
lien on appointment,,"s. 82(7), Navy Act",नि युकति पर धारणाधि कार
lien on the goods for the price,,"s. 46(1)(a), Sale of Goods Act",मात्र पर कीमत लेखे धारणाधि कार
"lien, right of",,"ss. 46(2) and 47(2), Sale of Goods Act",हैबियस कार्पस
"lien, seller’s",,"s. 47, Sale of Goods Act",हैबियस कार्पस
"lien, unpaid seller’s",,,हैबियस कार्पस
"lieu thereof, in",instead of or in place of it,,हैबियस कार्पस
Lieutenant Colonel,,"s. 84, Army Act",लेफ्टीनेंट कर्नल
Lieutenant Commander,,,इंस्ट्रक्टर afte ae कमांडर Instructor Officer ; इंस्ट्रक्टर आफि सर
Lieutenant General,,,लेफ्टीनेंट जनरल
Lieutenant Governor,,"s. 2(b), Goa, Daman and Diu (Extension of Code of Civil Procedure and Arbitration Act) Act",उप राज् यपाल
Lieutenant Governor in Council,,"s. 3(46), General Clauses Act",सपरि FE उपराज्यपाल
life,1. the period from birth to death; animate existence,"s. 45, I.P.C.",जीवन ; 2.
life annuity,,,आजीवन वार्षिकी
life annuity fund,,,जीवन वार्षिकी नि थि
life assurance benefit,,"s. 44(g), Life Insurance Corporation Act",जीवन बीमा प्रसुवि धा
life assurance fund,,,जीवन बीमा नि
life boat,boat for saving shipwrecked persons,"IInd sch., art. 26, Geneva Conventions Act",रक्षा नौका
life certificate,,,जीवन प्रमाणपत्र ; जीवि त होने का प्रमाण
life convict,one who is convicted with a sentence of imprisonment for life,"s. 307, I.P.C.",आजीवन सि द्धदोष
"life, estate for the",,,हैबियस कार्पस
life in being,,"s. 25(c), Indian Stamp Act",अस्ति त्वधारी प्राणी
life insurance business,,"s. 3(g), Income-tax Act",जीवन बीमा कारबार
Life Insurance Corporation,,"s. 3(k), General Insurance Business (Nationalization) Act",जीवन बीमा नि गम
Life Insurance Corporation of India,,,भारतीय जीवन बीमा नि गम
life insurance plan,,"s. 19(cc)(i), Unit Trust of India Act",जीवन बीमा योजना
life insurance premium,,,बीमा प्रीमि यम
Life Insurance Tribunal,,,जीवन बीमा अधि करण
life interest,1. an interest or estate which determines on the termination of life,"s. 46, ill. (b), T.P. Act","आजीवन हि a; 2. [s. 8(b) Indian Easements Act] जीवनपर्यत हि. त; 3. [sch., 3, pt. F, Wealth Tax Act] जीवनपर्यन्त हित"
"life is extinct in such body, that",,"s. 3(3), Ear Drums and Ear Bones (Authority for use for Therapeutic Purposes) Act",हैबियस कार्पस
life of the annuitant,,"s. 80E(2)(e), Income-tax Act",८॥ वार्षिकीदार का जीवन
life process,,"sch., art. 2, item 2, Chemical Weapons Convention Act",जीवन क्रम
life saving,,"s. 24(2)(h), Emigration Act",८0 प्राण रक्षा
life saving means,,,हैबियस कार्पस
life time,duration of one’s whole life,"s. 14, T.P. Act",जीवन काल
life tenant 247 life time of the author,,"s. 22, Copyright Act",हैबियस कार्पस
lifting machine,,"s. 29(1), Factories Act",उत् थापक यंत्र
lifting tackle,,"s. 29(1), Factories Act",उत् थापक टैकल
liftway,,"s. 28(1)(b), Factories Act",उत् थापक मागर्
light,1. a window or opening in a wall or roof for the admission of light,,प्रकाश मागर् ; 2.
lighthouse,a tower or other building equipped to guide navigators by means of a powerful light that gives a continuous or interrupted signal,"s. 2(d), Lighthouse Act",८॥ प्रकाशस्तभ ; दीपस्तंभ
light house department,,,प्रकाशस्तंभ वि भाग ; दीपस्तंभ वि भाग
"light of, in the",,"s. 3(1), Working Journalists (Fixation of Rates of Wages) Act",हैबियस कार्पस
light railway,,"s. 2(b)(vi), Collection of Statistics Act",लाइट रेलवे
light ship,,,दीप पोत ; प्रकाशपोत
lighted,,,प्रकाशयुक् त
lightening strike,,,तत् काल हड़ताल
lighter,,,लाइटर ; नौका
lighting and heating account,,,प्रकाश और तापन लेखा
lighting bonfire,,"s. 28(v), Delhi Police Act",उत्सवाग्नि जलाना
lights out,,"IIIrd sch., art. 25, Geneva Conventions Act","व sch., art. 25, Geneva Conventions Act] बत्ती बुझाना"
lignite,,"sch. V, item (3), Income-tax Act",ग्नाइट
like,,,ऐसा ही ; वैसा ही
like duty,,"s. 12, General Clauses Act",८0 वैसा ही शुल्क ; ऐसा ही शुल्क
like interests,,"s. 393(1)(a), Companies Act",वैसे ही हि. त
like law,,"s. 24, General Clauses Act",ऐसी ही वि थि
like manners,,"s. 21, General Clauses Act",वैसी ही रीति
like powers,,"s. 3(i), Companies (Profit) Surtax Act",वैसी ही शक्ति यां
like sanction,,"s. 21, General Clauses Act",वैसी ही मंजूरी
like shares,,"s. 321(2)(a), Companies Act",वैसे ही अंश (शेयर
likelihood,probability; something less than reasonably certain,,संभाव् यता
likely,,"s. 62(b), Army Act",संभाव् य ; संभावना
likely to abscond,,"Or. 21, r. 37, prov., C.P.C.",संभाव्यता है कि फरार हो जाए ; फरार हो जाने की संभावना है
likely to adversely affect the revenue,,"s. 241, Income-tax Act",राजस्व पर प्रति Hor प्रभाव पड़ने की संभावना
likely to arise,,"art. 143(1), Const.",उत्पन्न होने की संभावना
likely to be acquainted,,,संभाव्यत
likely to be smuggled back into India,,"s. 69(2), Customs Act",भारत में तस्करी करके वापस लाना संभाव्य
"limb, loss of",,,हैबियस कार्पस
"limb, vital",,,महत् वपूणर् अंग
lime stone,1.,"s. 3(1)(b), Mines Act",चूनाश् म ; 2.
limit,1. a boundary line or territorial point; a boundary; a bound beyond which something ceases to be possible or allowable,"s. 7(2), Cr. P.C.",सीमा ; 2.
limit of time,,"s. 51, Indian Stamp Act",समय
limit or abridge,,"s. 22, Cost and Works Accountants Act",सीमि ct या कम करना
limit or diminish liability,,"s. 56(6), Companies Act",दायि a को सीमि त करना या कम करना
limitation,"1. the statutory specification of a period, or the period specified by statutes within which an action must be brought","s. 249, Income-tax Act",भारतीय परि सीमा वि धि
limitation absolutely restraining the transferee,,"s. 10, T.P. Act","८0 मर्यादा, जो अंतरि ती को आत्यंतकि त"
limitation action,,"s. 24, margin, Multimodal Transportation of Goods Act",अनुयोजन पर निर्बंधन
limitation is void,,"s. 12, T.P. Act",मयार्दा शून् य है
limitation law,,"Or. 7, r. 6, margin, C.P.C.",परि सीमा वि
limitation of colour,,"s. 10(2), Trade and Merchandise Marks Act",०0 रंग की मर्यादा
limitation of hours of work,,"s. 71C(1), Indian Railways Act",काम के घंटों की परि सीमा
limitation of prosecution,,"s. 92, Trade and Merchandise Marks Act",अभि योजन की परि सीमा
limitation of suits,,"s. 25(3), Indian Contract Act",वादों की परिसीमा विषयक विधि
limitation of the field of vision,,"s. 2(b)(iii), Persons with Disabilities (Equal Opportunities, Protection of Rights and Full Participation) Act",दृष्टि क्षेत्र की सीमा
limitation on prosecution,,,अभि योजन पर निर्बधन
limited,"confined within limits; restricted in extent, number or duration","s. 179, Indian Contract Act",त;सीमि
limited banking company,,"s. 223(1), Companies Act",परि सीमि त बैंककारी कंपनी
limited by guarantee,,"s. 13(3), Companies Act",प्रत्याभूति द्वारा परि सीमि त
limited by notice,,"s. 64, Provincial Insolvency Act",सूचना a oR सीमि
limited by shares or by guarantee,,"s. 13(2), Companies Act",आंशों (शेयरों) या प्रत्याभूति द्वारा परि सीमि त
limited by this Act,,"s. 46(c), Sale of Goods Act",इस अधि नि यम द्वारा परि सीमि
limited company,,"s. 2(23), Companies Act",परि सीमि a कंपनी; लि मि ts कंपनी
limited interest,a duration or extent of property less than that of absolute property,"s. 179, Indian Contract Act",सीमि a हित
limited liability,,"s. 12(1), Companies Act","परि सीमि a दायि ca; [Long title, Limited Liability Partnership Act] सीमित दायित्व"
limited owner,a person having an ownership that is not absolute or perfect i.e. one for a limited period,"s. 20(3)(a), Limitation Act",सीमि
limited period,,"s. 4(2), Industrial Disputes Act","सीमि a कालावधि ; परि सीमि a कालावधि ; fart. 374(7)6), Const.] परि सीमि त अवधि"
limited time,"time, the extent or duration of which has been defined","Or. 6, r. 18, C.P.C.",सीमि a समय ; links offifeat अवधि
limits of area,,"s. 15(b), Antiquities and Art Treasures Act",की परि सीमा
line,1. a wire or a pair of wires connecting one telegraph or telephone station with another,,लाइन; 2.
line checking staff,,"s. 2(h), Motor Transport Workers Act",लाइन जांच कर्मचारि वृंद
"line, direct ascending",,"s. 25, Indian Succession Act",हैबियस कार्पस
line headings,,"s. 71(1)(c), Trade and Merchandise Marks Act",रेखा वाले सि रे
lineman,,,लाइनमैन
line munshi,,,लाइन मुशंी
line of communication,,"s. 27(4)(h), Indian Railways Act","संचार की लाइन ; [s. 35(L)(c)(iv), Indian Forest Act] WAR मार्ग"
"line of credit, granting",,"s. 10(g), Export-Import Bank of India Act",हैबियस कार्पस
line of march,,"s. 39(2), Army Act",प्रगमन पथ
line rider,,,सवार लाइनमैन
lineal ascendant,an ancestor in the direct line of ascent,"s. 2(41), Income-tax Act",क पूर्वपुरुष
lineal consanguinity,,"s. 25, Indian Succession Act",पारंपरि क
lineal descendant,a descendant in the direct line of descent,"s. 17(4)(ii)(c)(iii), expln. (a), Estate Duty Act",पारंपरि क वंशज
linen supervisor,,,वस्त्र पर्यवेक्षक
"lines, confinement to the",,"s. 80(c), Army Act",हैबियस कार्पस
lines of credit,,Industrial Development Bank of India Act,प्रत् ययबद्ध ;
lines of rails,,"s. 3(4)(b), Indian Railways Act",रेलों की लाइनें
lines of railway,,"s. 7(1)(a), Indian Railways Act",रेल की लाइनें
linguist,,,भाषावि
linguistic minorities,,"art. 350B(1), Const.",भाषाई अल् पसंख् यक- वगर्
"linguistics, department of",,"sch. (statutes) 44(a)(iv), Aligarh Muslim University Act",हैबियस कार्पस
lino attendant,,,लाइनों परि चर
lino operator,,,लाइनो आपरेटर
liquid,,"s. 2(1)(b)(iii), Arms Act",द्रव
liquid matter,,"s. 23(1)(b), Mines Act",द्रव पदाथर्
liquid preparations,,,द्रव निर्मितियां
liquidate,1. to settle the debt by payment or other adjustment,,समापन करना ; परि समापन करना ; 2. to ascertain and set out clearly the liabilities of a company or a firm परिनिर्धारण करना ; परिनिर्धारित करना ; 3. to get rid of by force or violence समाप्त
liquidated amount,,,परि समापन रकम
liquidated damages,,,परिनिर्धारित नुकसानी
liquidated demand,a demand of a specific amount which has already been fixed by law or parties,"s. 128(2)(f)(i), C.P.C.",परिनिर्धारित मांग
liquidated sum,,"s. 12(1)(b), Presidency-towns Insolvency Act",परिनिर्धारित राशि
liquidation,1. the action or operation of winding up the affairs of a firm or company; determination of liabilities and apportionment of assets towards discharging the indebtedness,"s. 143, ill. (b), Indian Contract Act",समापन ; 2.
liquidation inspector,,,परि समापन नि रीक्षक
liquidation of corporation,,"s. 39, Road Transport Corporations Act",नि गम का समापन
liquidation of damages,,"s. 23(1), Specific Relief Act",नुकसानी का परिनिर्धारण
liquidation of debt,the settling of a debt by payment or other adjustment,"s. 143, ill. (b), Indian Contract Act",ऋण का समापन
"liquidation, place in",,"s. 37, Industrial Finance Corporation Act",समापनाधीन करना
liquidator,a person appointed to carry out the winding up of a company or firm,"s. 2(e), Coal Mines Provident Fund and Miscellaneous Provisions Act",समापक
liquidator’s account,,,समापक लेखा
"liquidator, official",,"s. 3(2)(a)(iii), Limitation Act",हैबियस कार्पस
list,1. a roll; a roster,"s. 2(b), Naval and Aircraft Prize Act",सूची ; 2.
list of business,,,कार्य की सूची 3 कार्य-सूची
list of payments,,,संदाय सचूी
list of suspense slips,,,उचंत पर्चियों की सूची
limits of area 248 live-stock listing of securities,,"s. 9(2)(m), Securities Contracts (Regulation) Act",हैबियस कार्पस
literacy,,"s. 12(h), Protection of Human Rights Act",नि रक्षरता
literal transcript,,"s. 101(a), Negotiable Instruments Act",अक्षरश
literary work,,"s. 2(a)(ii), Copyright Act",साहि AA क कृति
literate,,,"७. 22(3), Workmen’s Compensation Act] नि रक्षर"
literature,,"art. 80(3), Const.",साहि त्य
lithograph,,"s. 2(i), Copyright Act",शिला मुद्रण
lithography,the art or process of producing a figure or image on a flat specially prepared stone or plate in such a way that it will absorb and print with special ink,"s. 2(a), Delivery of Books and Newspapers (Public Libraries) Act",शिला मुद्रण ; अश्म मुद्रण ; लि थोग्राफी
litho machine operator,,,लि थो मशीन आपरेटर
litigant,,,कक्षीकार ; मुवक्किल
litigate bona fide,,"s. 11, expln. VI, C.P.C.",सद्भावपूवर्क मुकदमा करना
litigating under the same title,,"s. 10, C.P.C.",उसी हक के अधीन मुकदमा करना
litigation,1. the action of carrying on a suit in law,,मकुदमेबाजी; 2.
live animal,,"sch. I, art. 1(c), Indian Carriage of Goods by Sea Act",जीवि त पशु
live birth,,"s. 2(1)(a), Registration of Births and Deaths Act",जीवि त जन्म
live borne,,"s. 2(1)(d), Registration of Births and Deaths Act",जीवित जात
live in relation,,,सह-निवास
live or current account,,,सक्रि यया चालू लेखा
live performance or presentation,,"s. 2(e)(ii), Cable Television Networks (Regulation) Act",सीधा प्रस्तुतीकरण या प्रस्तुति
live rail,,"s. 2(ii), Indian Electricity Act",वि द्युतमय रेल
live-stock,animals kept or dealt in for use or profit,"s. 128(2)(b), C.P.C.",जीवधन ;
live-stock breeding,,"s. 10(27), Income-tax Act",पशुधन प्रजनन; पशु प्रजनन
live-stock health,,,पशुधन स् वास् थ् य ; पश ुस् वास् थ् य
live-stock research station,,,पशु अनुसंधान केंद्र
livelihood,means of living,"s. 60(1), prov. (b), C.P.C.",जीवि का
living,continuing alive,"s. 5, T.P. Act",नि व॑ह-व्यय सूचकांक
living conditions,,"s. 3(c)(iii), Collection of Statistics Act",नि वास की परि स्थि fa at; जीवन की परि
living creature,,"introduction, Environment (Protection) Act",जीवित प्राणी
"living creatures, to have compassion for",,"art. 51A(g), Const.",हैबियस कार्पस
living expense,,,निर्वाह खर्च ; निर्वाह व्यय
living in adultery,a state or condition of repeated adulterous intercourse as distinguished from a single or occasional act of adultery,"s. 125(4), Cr. P.C.",जारता की दशा में रहना
living index number,,,निर्वाह सूचकांक
living person,,"s. 5, T.P. Act",जीवि त व्यक्ति
living wage,,"art. 43, Const.","दा, 43, Const.] निर्वाह मजदूरी"
living wage etc. for workers,,"art. 43, margin, Const.",हैबियस कार्पस
load,,"s. 2(f), expln. (2), Motor Transport Workers Act",भार
loading,,"sch. I, art. II, Indian Carriage of Goods by Sea Act",लदाई
loading assistant,,,लदान सहायक
loading list,,"sch., pt. I, s. 3, Commercial Documents Evidence Act",८0 लोडिंग लि Fe; लदाई सूची
loadline certificate,,"s. 3(19), Merchant Shipping Act",भार रेखा प्रमाणपत्र
loadline convention,,"s. 3(20) , Merchant Shipping Act",भार रेखा अभि समय
"loads, full wagon",,,पूणर् वैगन भार
loan,lending,"s. 2(2), Usurious Loans Act",उधार ; ऋण
loan agreement,,"s. 10(15)(iv)(b), Income-tax Act",उधार-करार
loan creditor,,"s. 17(4)(iv), Estate Duty Act",लेनदार
Loan Inspector,,,ऋण नि रीक्षक
loan or advance,,"s. 296, Companies Act",उधार या अग्रि म
loanee company,,,उधारग्रहीता कंपनी
loans and advances,,,उधार और अग्रि म
loans by partners,,,भागीदारों द्वारा उधार
loans granted and advances made,,"s. 3(6)(c), General Insurance (Emergency Provisions) Act",दि ए गए उधार तथा कि ए गए अधि दाय
loans ledger,,,उधार खाता
loans on mortgage,,,बंधक उधार
"loans, secured",,,हैबियस कार्पस
"loans, short term",,"s. 293, expln. II, Companies Act",हैबियस कार्पस
"loans, unsecured",,,हैबियस कार्पस
lobby,,,लाबी
lobby clerk,,,लाबी क् लकर्
local,pertaining to a locality or place,"s. 60(1)(i), prov., C.P.C. and art. 31A(2), Const.",स्थानीय जांच
local Act,an Act having application in a locality only as distinguished from one having application throughout the country,,स्थानीय अधि नि यम
local and personal Act,"Act of Parliament with restricted, local or personal application, enacted on petition from local or formal sponsor","s. 57(2), Indian Evidence Act",स्थानीय और पर्सनल्र tac ; स्थानीय और स्वीय अधि नि यम
local area,an area under the administration of a local authority; an area smaller than the entire State or country,"art. 31A(2), Const.",स्थानीय क्षेत्र
local audit,,,स्थानीय संपरीक्षा
live-stock breeding 249 local purpose local auditor,,,हैबियस कार्पस
local authority,"a municipal committee, district board, body of port commissioners or other authority legally entitled to, or entrusted by the Government with, the management or, control of a municipal or local fund","s. 3(31), General Clauses Act and art. 110(2), Const.",स्थानीय प्राधि कारी
local authority having jurisdiction,,"s. 14(3), Faridabad Development Corporation Act",अधि कारि ता रखने वाला स्थानीय प्राधि कारी
local board,,"VIth sch., para 2(7)(a), Const.",स् थानीय बोडर्
local body,,,स्थानीय नि काय
local clearing banks,,,स्थानीय समाशोधन बैंक
local council,,"VIth sch., para 2(7)(a), Const.",स्थानीय परि षद्
local custom,,"s. 18, Indian Easements Act",स्थानीय
local equivalent,,,समतुल् य स् थानीय पद
local expression,an expression peculiar to a particular locality,"s. 98, Indian Evidence Act",स्थानि क शब्द प्रयोग
local fund,,"s. 3(31), General Clauses Act",स्थानीय नि थधि
local fund deposit,,,स्थानीय नि धि नि क्षेप
local fund works,,,स्थानीय नि धि संकर्म
local government,,"VIIth sch., list II, item 5, Const.",स् थानीय शासन
local Health Authority,,,हैबियस कार्पस
local inquiry,an inquiry made at the spot,"s. 148(1), Cr. P.C.",स् थानीय जांच
local inspection,an inspection of the locality i.e. the place of occurrence or other relevant place,"s. 310(1), Cr. P.C.",स्थानीय नि रीक्षण
local investigation,an investigation made at the spot,"s. 75(b), C.P.C.",स् थानीय अन् वेषण
local jurisdiction,territorial jurisdiction over the locality; local limits of jurisdiction,"s. 187(1), Cr. P.C.",स्थानीय अधि कारि ता
local law,law applicable to a particular locality or area,"s. 42, I.P.C.",स्थानीय वि धि
local legislature,,"s. 3(6), General Clauses Act and art. 239, margin, Const.",स्थानीय वि धान-मंडल
local limit,a limit in relation to localtiy or area,"s. 27, expln., Indian Contract Act and art. 32(3), Const.",स् थानीय सीमा
local limits of jurisdiction,,"art. 32(3), Const.",अधि कारि ता की स्थानीय सीमाएं
